  -0.424283777571587E+01 -0.417692360942812E+01 -0.893070566770130E+01
   0.270693664254855E-01 -0.992052698506326E+00 -0.706551679443080E+00
   0.244292634602180E+01 -0.215263459094240E+02 -0.240406942062189E+02
  -0.423497598045381E+01 -0.347862146522044E+01 -0.817260274796647E+01
   0.418348926639600E+00 -0.277314019228174E+00  0.775164582254063E+00
   0.644773703427096E+00  0.506681925830370E+01  0.850054857219376E+01
  -0.345026441046185E+01 -0.428237701174979E+01 -0.823000195628532E+01
  -0.546513370052566E+00  0.366390807775734E-01 -0.861135134211052E+00
  -0.281660309472121E+00  0.108865506583287E+02  0.270216965675071E+02
  -0.348594191226096E+01 -0.348635275077656E+01 -0.895002262609310E+01
   0.772143277231047E+00  0.429420860289415E-01  0.807672147124110E+00
  -0.650901402587278E+00  0.212917442269475E+01 -0.328171704012143E+01
  -0.430442656099134E+01 -0.273726773411528E+01 -0.898271080888691E+01
  -0.164666209346820E+01  0.406396281211526E+00  0.124378684734755E-01
   0.666855202640109E+01  0.310485328785000E+00  0.610171046042187E+00
  -0.435250495443802E+01 -0.187942782794992E+01 -0.812081794184455E+01
   0.894782208412661E+00  0.457193372568496E+00 -0.405046888102768E+00
   0.215339986782501E+02 -0.112535101488337E+02 -0.214363006061312E+02
  -0.346640003244360E+01 -0.266892168251981E+01 -0.821354152807389E+01
   0.748540879604396E-02  0.144543858762520E+01 -0.296784020132374E+00
  -0.197034787912241E+02 -0.116365935870019E+02 -0.846975710531089E+00
  -0.349650312650865E+01 -0.193602685799215E+01 -0.907193941166733E+01
  -0.361805817178663E-01  0.929475567562549E+00  0.330484804137499E+00
  -0.180104861338060E+02 -0.545081405708037E+01  0.299610878696063E+02
  -0.432064956347676E+01 -0.112073421041681E+01 -0.894494296780603E+01
   0.117547735199803E+01 -0.318103244749547E-01 -0.412091416929716E+00
   0.258736448980288E+01 -0.196522046781413E+02  0.680898118222775E+01
  -0.416763343066864E+01 -0.361872181075077E+00 -0.817034522143164E+01
   0.513801876672482E+00 -0.663561599254837E+00  0.110164064322259E+01
